username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
LLHardacre,"Retired President of Local 237
Retired Professor  (Early Childhood Education) Conestoga College",,165,82,4807,2012-08-16 17:45:42,2020-11-13 15:26:52,17,"Total failure of provincial leadership.

@DrFullertonMPP learned zero lessons from Wave 1.

When the @OntarioNDP and I called for removing profits from care, they said we were being irresponsible. 

The Minister should not be in this role. (1/2) #onpoli 

https://t.co/xmkkvxPGpy",[]
NebraskaMegan,State Senator in Omaha's District 8. Vice Chair of Urban Affairs. Bi queen. Abolish ICE. Equality before the law 2k20. She/her/hers,"Omaha, NE",2370,28588,11683,2017-06-05 23:09:42,2020-11-13 15:26:52,0,Douglas County/Omaha! Families under stress due to #COVID19 may qualify for help. Check out this link for resources. ❤️ https://t.co/EivUdoMnCA,"[{'text': 'COVID19', 'indices': [51, 59]}]"
fukukittykobe,福島県福島市に在住していました。原発に対する不安がとても大きいです。マスコミや新聞等の報道を不審に思い、自分なりに情報を集めようと思ったのが、twitterを始めるきっかけです。仲良くしてやってください★,福島県⇒関西へ,136,721,79503,2011-07-22 04:43:21,2020-11-13 15:26:52,3129,"BREAKING—Our entire country, from coronavirus pandemic. Another new all-time record 150,000 cases today. Thanksgiving holidays are coming w/ risky indoor gatherings. 

Try to keep outdoors. But if you must indoors—you must mask!! Premium masks if possible. 

#COVID19 is airborne. https://t.co/qhz8cs0grH",[]
SZilberstein,"Director of Politics Desk at NBC News; former MSNBC Supervising Producer and Executive Producer, former CNN field producer, current mother & grammar enthusiast","New York, NY",1815,2886,6027,2009-02-25 03:11:55,2020-11-13 15:26:52,6,"NEW: Left out of Covid-19 vaccine planning, Biden advisers developing their own distribution strategy - latest from @spettypi, @strickdc and me  https://t.co/NV4359iRiz",[]
CovidLabs,The Most Rapid Covid-19 Test Results Available! Rapid 15 Min. Antigen Testing. Fastest RT-PCR Results in California (0-2 Days). Comfortable FDA Authorized Tests,Orange County & Los Angeles,800,62,6417,2020-05-09 20:39:45,2020-11-13 15:26:51,3,"Humidity not only affects the virus itself, but also the front lines of our immune system. https://t.co/xTWTvGRZOO",[]
fallgirl01,,"Ontario, Canada",221,69,16323,2014-10-05 14:53:50,2020-11-13 15:26:51,5,"Flying to 🇨🇦 during #COVID19? As of Nov. 21, all travelers to Canada will be required to submit their info using the #ArriveCAN app. Learn more &amp; download at ➡️ https://t.co/6hfTnYhXhE. 

Other ✈️ restrictions apply. Find out if you can travel at https://t.co/L3Q2gvA5gU. https://t.co/eDZvS4Oxct","[{'text': 'COVID19', 'indices': [36, 44]}]"
H_S_Global,International membership organization dedicated to promoting #HealthSystems research & knowledge translation. RTs≠endorsement. #HSR2020 #ReimagineHealthSystems,#HSR2020,3110,19910,27991,2012-09-25 01:18:28,2020-11-13 15:26:51,0,"'Returning to the status quo following the pandemic will not be enough – we need an innovation-led transformation of our health systems to achieve economic well-being everywhere.'

#ReimagineHealthSystems 
#HSR2020 #COVID19 https://t.co/t6y3blbwLJ","[{'text': 'ReimagineHealthSystems', 'indices': [181, 204]}, {'text': 'HSR2020', 'indices': [206, 214]}, {'text': 'COVID19', 'indices': [215, 223]}]"
thesyafiyah,,,255,269,9929,2015-06-04 04:34:50,2020-11-13 15:26:51,3774,"Small wedding. 55 attendees.
Temperature taken at entrance. No fevers reported.

Later, 177 infected.
7 died — and they didn’t even attend the wedding. https://t.co/n0xsPCqMi2",[]
Cplcash,"Hey I am Dan and I'm a proud father of one, a gamer, streamer, I stream at https://t.co/CvGHIS6JHv","Coventry, England",466,273,2102,2018-01-22 11:17:06,2020-11-13 15:26:51,1,Egyptian FA say Mohamed Salah has tested positive for COVID-19. #LFC https://t.co/cryqVVGiaA,"[{'text': 'LFC', 'indices': [83, 87]}]"
jamesbenge,"Soccer Correspondent @UCLonCBSSports
Views own",London,1040,69735,23584,2011-01-08 11:45:40,2020-11-13 15:26:51,8,"BREAKING: Mo Salah has tested positive for COVID-19, confirm the Egyptian FA. https://t.co/ljE9wivYDr",[]
betPawaNG,Nigeria's best mobile sports betting website,,106,3640,932,2014-11-06 11:13:21,2020-11-13 15:26:51,0,"BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19

Get well soon 🙏 https://t.co/uRCVrbxy6a",[]
AkeemAshrawi_,Dia gemar meneliti telatah seorang perempuan yang sedang berlaku curang dengan teman lelakinya. Dia bertweet untuk kepuasan hatinya & dia bukan separa Tuhan.,Damansara,527,482,71661,2011-06-22 08:54:39,2020-11-13 15:26:51,15,BREAKING: The Egyptian FA confirms Liverpool winger Mohamad Salah has tested positive for COVID-19. https://t.co/T3T6GcQpeY,[]
mtgtree,MTG player and collector. He/Him/Dude.,,116,26,10467,2012-08-01 21:33:38,2020-11-13 15:26:51,1475,"As politically partisan a speech as I’ve ever seen from a justice: arrogant , tendentious, and sloppy.  Alito condemned COVID-19 restrictions, marriage equality, abortion rights, and five sitting Democratic senators.  https://t.co/5Z3Z51Iu0X",[]
Naijawow,One place you can earn on all your posts. NB: It is not magic or fraud. So you can't be a millionaire in one month. Visit 👇👇. It is free,,46,83,4701,2013-02-02 22:57:13,2020-11-13 15:26:51,0,Article: Three Liverpool Stars Out Because Of Covid-19 https://t.co/4MYWgKbioj,[]
drshahrul80,Emergency Physician | ED Intensivist | Resuscitationist | Member of the Malaysian Society of Intensive Care | Married to @milazulkiflee | #FOAMed #FOAMcc #FOAM,Malaysia,4959,4461,228897,2015-04-05 08:22:41,2020-11-13 15:26:51,10,"Mission accomplished, end of a chapter. I would like to inform my professional network and colleagues that my collaboration with @UZBrussel is coming to an end soon. I proudly look back on the achievements of the past 3 years and our #COVID19 approach https://t.co/E1wLTrx73j",[]
mkothia94,"Religion, Sports and Politics. 
#LFC #YNWA",,126,55,1111,2020-02-18 16:29:14,2020-11-13 15:26:50,0,"@BBCSport Told you having international football atm was madness. Now Mohamed Salah has tested positive for #COVID19. Its total madness sending players across the globe during a pandemic. 
#coronavirus #Salah #MoSalah #COVIDー19","[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'coronavirus', 'indices': [189, 201]}, {'text': 'Salah', 'indices': [202, 208]}, {'text': 'MoSalah', 'indices': [209, 217]}, {'text': 'COVIDー19', 'indices': [218, 227]}]"
CwmTafMorgannwg,Cwm Taf Morgannwg University Health Board is part of NHS Wales.  This account is monitored Mon-Fri (9am–5pm),"Wales, United Kingdom",1365,15179,12190,2012-02-06 14:41:35,2020-11-13 15:26:50,1,"The flu vaccine helps protect you from catching flu, and when you’re protected, others are too.
During the Covid-19 pandemic, it is more important than ever to protect yourself from illness.
Get your vaccine to #BeatFlu this Winter! https://t.co/2SnEs0tzUZ",[]
Biswaji83036474,Associate Professor Dept of cardiology RG KAR Medical College Kolkata. India,,86,38,631,2017-02-08 01:38:08,2020-11-13 15:26:50,6,Ivermectin has been officially added to the Ministry of Health Covid 19 treatment protocols in Egypt.. Finally some sense https://t.co/A5hb3Vhzpt,[]
ofpeopl,"Seek God 1st▪️Pro-life Consrv @EvanMcMullin ('16) electorate, Biden ('20)💡@ProjectLincoln▪️USMC Mom▪️3rd Cuz 4X Remov'd of Pres. Lincoln▪️Luv my Border Collie!","Virginia, USA",4982,2687,332205,2015-11-13 18:52:58,2020-11-13 15:26:50,1182,"I have tested positive for COVID-19. I am feeling strong, following proper protocols, working from home in Alaska, and ask for privacy at this time. May God Bless Alaska.",[]
StrengthEwa,"constantly learning, ISSA Certified Strength and Conditioning Coach, powerlifter. #noBS These are MY opinions and MY training ideas based on strength science...","Zurich, Switzerland",2070,14432,26047,2015-01-30 20:21:44,2020-11-13 15:26:50,0,"@CoachAles @JwiggerJeff methanthiol (fart), is about 0.4 nanometers. Viruses come in different sizes, but the coronavirus that causes COVID-19 has been measured at 60 to 140 nanometers, or between 14,900% and 34,900% larger than a small, stinky molecule like methanthiol. that's why you smell fart",[]
ValleyPSoja,"Innovator, Survivor, Advocate, Mom & Dyslexic
▪︎ Opinions are all my own▪︎
she/her/hers",Washington,1171,149,3617,2013-12-03 04:42:33,2020-11-13 15:26:50,0,Hello! Stay-At-Home Orders seem logical until after New Year. Or is that just me? #lifesmatter #COVID19,"[{'text': 'lifesmatter', 'indices': [82, 94]}, {'text': 'COVID19', 'indices': [95, 103]}]"
CodedUpdate,YBNL | Barcelona | Cross Riverian | Mechanical Engineer,Earth,4963,1936,15278,2018-07-09 09:06:29,2020-11-13 15:26:50,1224,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
eyebeat,"Please excuse my Maldi TOF, Reader, Sketcher, Nordic Walker, Pens, Ink, Secular, Tea Guzzler, “my hair has to be perfect” 🌊🌱🥗📓🖋🔬🐈",,1209,398,53420,2008-07-10 14:42:26,2020-11-13 15:26:50,646,Alaska congressman who ridiculed coronavirus now says he has COVID-19 https://t.co/Fxkwackvh3 https://t.co/FfHM1iePiA,[]
wolfiemouse,"Contemplating solutions with win-win goal. Course; a peaceful, healthful, & educated environment, with the other natives of this planet. Own photos unless RT.","Inland Valley, The Pass, S. CA",8380,7612,347700,2008-08-28 01:12:25,2020-11-13 15:26:50,20,"The airline industry says flying✈️ is almost zero risk in #covid19. 

The researchers studying the spread of the disease on airplanes say something different. 

 @B_resnick and I parse the research here👇 

https://t.co/p9NPPbhROB","[{'text': 'covid19', 'indices': [78, 86]}]"
LeoSantidad,"¡VISCA BARÇA! Su Santidad Leo Messi, simplemente el D10s. EN EL BARCO DE @DEMBOUZ 🦟❤️
LA RATA DE NEYMAR NUNCA, QUE SE PUDRA EN PARÍS EL HIJO DE PUTA PESETERO",,313,691,42340,2019-01-11 20:32:26,2020-11-13 15:26:50,1224,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
DubldvmanJames,,,19,36,2247,2013-09-08 19:52:07,2020-11-13 15:26:50,1,"Help slow the spread of COVID-19. Get behind the mask.
Learn more at https://t.co/d2hEEinubd. https://t.co/QHFLKykLNf",[]
FatimaHGranados,"stay at home mom to 5
she/her",,459,40,9042,2016-01-23 19:59:44,2020-11-13 15:26:50,136,"#COVID19 is spreading at dinners. At sports. At sleepovers. At baby showers. At informal get-togethers. 

We're all fatigued. But this shows WE can stop the chain of transmission. 

* NB: Closing schools is a LAST RESORT. It's not spreading there.
https://t.co/4xipE3aKnc","[{'text': 'COVID19', 'indices': [17, 25]}]"
beta_girl8,"Seriously, wear one.",Ontario,204,24,295,2011-08-01 00:26:49,2020-11-13 15:26:50,69,"FRIDAY, NOVEMBER 13th: 1️⃣.1️⃣2️⃣ (ONTARIO COVID-19 Rt)

🧠✋🏼 The Ontario Science Advisory  Table with @SteiniBrown based their projections off of “percent rate of growth over 7 days” and “3 days”. I use Rt. Different approach, but SAME dire results. ✋🏼🧠

...1/5 https://t.co/2fp71c1zBd",[]
lmRamu_rambo,rambo👊,,21,13,833,2019-04-03 03:15:01,2020-11-13 15:26:50,3,"🙏We want to thank the Collector and District Magistrate of Ananthapuramu, @ChandruduIAS for recognising the #COVID19 relief work that RDT has been carrying out since the #pandemic began. https://t.co/vxmwe03DBY","[{'text': 'COVID19', 'indices': [127, 135]}]"
carogonza,"Stay healthy Tweeps!
#WEARADAMNMASK
Proud Democrat!
RT≠ Endorsement.
🇨🇷",,7084,15495,229160,2008-12-03 02:17:41,2020-11-13 15:26:49,1148,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
13ErnestoRojas,Apasionado por los Deportes y mas el ⚽️ 🙏🏻. Dios en ti Confio: JH.🔝 IG: Alejandro_ernesto. 🇭🇳,,2744,366,8012,2018-10-22 15:48:41,2020-11-13 15:26:49,25,"Liverpool’s Mohamed Salah has tested positive for COVID-19 while on international duty, the Egyptian FA has confirmed https://t.co/6aGATpFxi7",[]
dlberes,"Editor in Chief, OneZero Team (@ozm) at @Medium ✍🏼 We publish great stories about tech and science on OneZero, Debugger, and Future Human. 📨damon@medium.com","Brooklyn, NY",987,9475,48605,2010-03-03 21:50:49,2020-11-13 15:26:49,2,"A look at how COVID-19 has accelerated development of tech that tracks workers, and how physically tracing employees could be mainstream even after the pandemic (@davegershgorn / OneZero )

https://t.co/6tXIVNpxLB
https://t.co/nxh3X2mRR9",[]
cllrDorothy,"Councillor North East Ward Barnsley 16 years.
Great Houghton Parish Councillor and community worker 53 years .labour party member 54 years.All views are my own.","Great Houghton, Barnsley",118,129,1959,2020-04-01 19:29:59,2020-11-13 15:26:49,1,"If you, or someone you know, has been directly affected by the COVID-19 pandemic, please visit https://t.co/6pbxUW7eFM to find out more about the support available in Barnsley, such as the Local Welfare Assistance scheme. https://t.co/GBYWi679Eb",[]
MLindz21,"Father, gamer, and avid current events follower. Follow me, while I spew my not so humble opinion all over the interwebs.","Alberta, Canada.",340,57,1540,2011-02-02 03:08:24,2020-11-13 15:26:49,10,"Here are six ideas we have put forward to help combat the spread of COVID-19.

Staff in the Premier's office have moved to mock these ideas rather than adopting them or taking real action to combat COVID-19. We won't stop though. 

https://t.co/q4qEc37QZg #ableg #abhealth",[]
SMDhealthunit,Simcoe Muskoka District Health Unit. Offering a wide range of public health programs & services. Call Health Connection at 1-877-721-7520. Not monitored 24/7.,Serving Simcoe and Muskoka,413,4292,7154,2013-05-22 15:19:37,2020-11-13 15:26:49,0,"@SandraWB Good morning, Masks with exhalation valves or vents are not recommended. These masks do not protect others from COVID-19 or limit the spread of the virus. This is because they allow infectious respiratory droplets to spread outside the mask. https://t.co/ormeykEhY8",[]
cjnapoet,"Creative writer/poet/mystic/drawn to Eastern thought/Catholic roots/ focus on life purpose, ethical core. Prayer Advocate/ Reiki Master Practitioner",,3199,3726,177020,2009-10-09 15:56:47,2020-11-13 15:26:49,3129,"BREAKING—Our entire country, from coronavirus pandemic. Another new all-time record 150,000 cases today. Thanksgiving holidays are coming w/ risky indoor gatherings. 

Try to keep outdoors. But if you must indoors—you must mask!! Premium masks if possible. 

#COVID19 is airborne. https://t.co/qhz8cs0grH",[]
UWDawgFan88,,"Seattle, WA",4298,923,157921,2012-06-17 03:37:10,2020-11-13 15:26:49,1085,"Since the last time President Trump spoke publicly, 8 days ago (11/5):

947,319 new COVID-19 infections.

7,507 Americans have died from COVID-19.",[]
CharlotteCanni1,Feminist. Theatre Historian. Professor. Reader. She/her.,,2353,1529,126065,2012-03-30 11:28:21,2020-11-13 15:26:49,1148,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
Nel18475333,,,554,25,29760,2019-10-12 15:48:12,2020-11-13 15:26:49,73,I was talking to my mom over the phone. She works as a CNA at a hospital. She said she overheard a doctor saying that they're just going to start letting people die because they're running out of ICU beds. She also said that most of the nursing and therapy staff have had COVID-19,[]
taureminicusp,"she/her/hers
💗💜💙
20",,249,31,4299,2015-11-04 22:27:40,2020-11-13 15:26:49,47,"I’m deeply worried about the long term systemic mental health impact of COVID-19 in the United States. As it’s something the country not only doesn’t prioritize, but utterly fails at. 

Especially as it relates to the most marginalized communities in the country.",[]
Ribby96434292,,,1409,531,5731,2020-05-29 18:28:07,2020-11-13 15:26:49,108,"Anyone concered about “untested” 5G frequencies creating symptoms that seem to be very similar to COVID-19?

Or have we all moved on now?",[]
cosmolengro,,,164,62,10978,2010-05-11 05:51:44,2020-11-13 15:26:49,377,"Now #YasamanAryani tests positive for Covid-19 in jail. She has been sentenced to 16 years prison. Her mother Monireh joined her to support her daughter, she received 16 years prison.
Their crimes? 
#WalkingUnveiled  singing &amp; protesting against Islamic Republic
#WhiteWednesdays https://t.co/iwtgjKkm07","[{'text': 'YasamanAryani', 'indices': [23, 37]}]"
Jairo56466153,Got my own goals and dreams to accomplish ⚽️#17 God bless you 🙏🏼,,254,131,192,2018-12-21 04:05:41,2020-11-13 15:26:49,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
EffeStefano,Cittadino del mondo e curioso per natura,,280,177,2833,2013-10-17 10:31:30,2020-11-13 15:26:48,0,"#COVID19 #tuttiabbiamofamiglia.
GRANDE @Fedez https://t.co/4uyoSm1bvH","[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'tuttiabbiamofamiglia', 'indices': [9, 30]}]"
eisema,"Henk Eisema: nice & guy, social media & omnipresent, gadgets & android, fun & games, networking & connecting, tools & processes, business & interrel8. Engage!",eindhoven,1521,2710,102382,2007-06-18 20:15:55,2020-11-13 15:26:48,843,"The “90% efficacy rate” of the Pfizer vaccine is based off only 94 positive cases of COVID-19.

The final Pfizer analysis will be conducted after a grand total of 164 positive cases.

And then the plan is to vaccinate 500 million+ people in 2021.

Feels very very rushed to me.",[]
Rteefact,"retired - public service
President Elect Joe Biden # 46
Vice President Elect- Kamala Harris",Northern Hemisphere,3171,1916,282681,2010-07-12 22:58:24,2020-11-13 15:26:48,90,"@HarvardChanSPH Because there is no clear guidance, I am confident that at least tens of millions of Americans will travel for Thanksgiving. During the worst peak of COVID-19 in history. With many states' hospital systems already overwhelmed.

December will be a very dark time.",[]
UCT_ICHLibrary,The Institute of Child Health Library was established in 1974 as a satellite of then UCT Medical Library now the Bongani Mayosi Health Sciences Library (BMHSL).,Red Cross Children's Hospital,88,551,28439,2014-09-09 08:14:47,2020-11-13 15:26:48,1,SAMRC scientists help highlight the importance of physical fitness during COVID-19. https://t.co/vCVcIXwBTU https://t.co/E9BqsGZDED,[]
Renjen10,"If you are going through hell, keep going. Never, never, never give up! -Sir Winston Churchill",Southeast Michigan USA,5647,5140,49789,2009-11-13 11:31:57,2020-11-13 15:26:48,1,"Irish company launches new 72-hour Covid-19 test you can do at home 
https://t.co/ybdZwzDb5p",[]
MurdoMurray6,"Coop Member Pioneer for Donaghadee and Ballyholme, County Down","Donaghadee, County Down",391,262,6859,2020-02-20 18:08:27,2020-11-13 15:26:48,9,"🎥PLEASE RETWEET: Manager and players from @StreetSoccerNI which is supported by @CommunitiesNI #UnitingCommunities programme discuss how to help tackle the spread of #Covid-19 #wereallinthistogether
@nihecommunity @niexecutive @OfficialIrishFA  @healthdpt https://t.co/tU1xOPaR9T","[{'text': 'UnitingCommunities', 'indices': [114, 133]}]"
mazi_xo,"Play low, I mean low like no money nigga ||#MagnumEst || GGMU",The Baza,586,369,19441,2018-03-06 17:21:37,2020-11-13 15:26:48,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
thearicordi,"46th!!!! 
#TeamJustice
#JusticeMatters
#JusticeIsComing
#WearAMask","Juneau, Alaska",1307,486,14339,2014-09-10 10:39:47,2020-11-13 15:26:48,112,"With extended chronic stress, people get certain symptoms like fatigue, difficulty thinking through complex thoughts, greying hair and weight gain.

“Perhaps most concerning is a negative impact on our immune system,"" says @SteveJoordens. https://t.co/fYthqLikhh",[]
marisgallagher,whatever,,975,287,12593,2012-08-31 22:55:48,2020-11-13 15:26:48,5047,"Rand Paul is telling people that if they already had COVID-19, they are immune. THAT IS A LIE.

He should have his medical license revoked, and he should be censured by the Senate. And call his neighbor.",[]
JacquelineCity,"Ⓥ CEO of Jacqueline City Apparel | Fashion Designer & Disability Advocate | As Seen In: VOGUE, COSMO, GLAMOUR, NYFW | 📩: Jacqueline@JacquelineCity.com","Philadelphia, PA",12031,27227,127795,2009-04-13 19:55:09,2020-11-13 15:26:48,2076,"55 people attended a wedding reception in Maine in August, and 1 of them had Covid. Over the next 38 days, the virus spread to 176 other people and 7 of them died.

None of the victims who lost their lives had attended the reception. https://t.co/bRLWJas4lh",[]
travisjaymoore,Cinematographer. Lover. Tesla.,"Provo, UT",530,245,14144,2008-08-22 21:48:29,2020-11-13 15:26:47,20313,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
mattyhand97,THFC - Holly xxx,"Carlisle, England",871,720,15966,2011-02-09 16:55:31,2020-11-13 15:26:47,48,BREAKING: Mo Salah has tested positive for COVID-19. https://t.co/V66QD0gRkB,[]
MichaelBonner_,Simply trying to make an impact...,,1032,21350,76998,2010-04-28 14:30:12,2020-11-13 15:26:47,0,"Open to your thoughts: 

Covid-19 has forced us to restructure school into shorter time slots. Do you think 6-7 hour school days are necessary in the 21st century? Or is that schedule set in stone because of the work schedule for adults? 

I would love to hear your thoughts!",[]
annefeldman,video editor. designer. salsa dancer. chocolate addict. frustrated TTC rider.,"Toronto, Ontario",365,216,1292,2009-03-28 20:16:42,2020-11-13 15:26:47,0,Hey @TTChelps I think you might need more buses along college. Not so #covid friendly... #overcrowding #toronto #ttc #COVID19 https://t.co/B6u2d4DnZm,"[{'text': 'covid', 'indices': [70, 76]}, {'text': 'overcrowding', 'indices': [89, 102]}, {'text': 'toronto', 'indices': [103, 111]}, {'text': 'ttc', 'indices': [112, 116]}, {'text': 'COVID19', 'indices': [117, 125]}]"
dropbearNpanda,"We're Canadian. We make odd movies, awesome music videos, dope CDs, fine theatre, and killer podcasts: RadioPublic, YouTube, iTunes, Spotify, and GooglePlay.","Calgary, Alberta",521,229,1525,2016-06-21 23:00:06,2020-11-13 15:26:47,0,"The goal is to make it easy for Mask Makers to connect with the people who need masks so we can to slow the spread of  #COVID19
Set up an online shop here or browse for masks locally or worldwide.
https://t.co/OuEKZeTPI5

#COVID19AB #WearAMask #SaveTheWorld #yyc","[{'text': 'COVID19', 'indices': [119, 127]}, {'text': 'COVID19AB', 'indices': [222, 232]}, {'text': 'WearAMask', 'indices': [233, 243]}, {'text': 'SaveTheWorld', 'indices': [244, 257]}, {'text': 'yyc', 'indices': [258, 262]}]"
ChrisKirouac,"I shook @BarackObama's grandma's hand
@StephenLewisfdn @BairstowLiam 
 @mobinfiltrator
  #MS @Strombo    AB+
....  ;•)","Hamilton, Ontario",7135,6895,587892,2012-01-23 19:59:35,2020-11-13 15:26:47,19,"COVID-19 is a deadly virus and we are still learning a great deal about how it impacts people over the long-term. Read this heartbreaking story from a frontline healthcare hero and please do your part to stop the spread.
https://t.co/N9Smkeyf35 
#ableg #abhealth",[]
drivandalism,"Freelance Weltanschauung Developer. Fleurmeister. Überparteilich. My own views. Retweets are not an endorsement, may accompany caustic replies. List = block. 浪人",Lake Ontario,2189,565,126742,2014-11-11 21:36:06,2020-11-13 15:26:47,0,"For Ford, the #COVID19 pandemic isn't about the pain it causes to people, only to business. His bogus slogan ""For The People"" really means ""For Doug's Friends"" - like former PCPO politicians on the boards of private LTC companies. #onpoli #FordResign https://t.co/PKmmHKjT4x","[{'text': 'COVID19', 'indices': [14, 22]}, {'text': 'onpoli', 'indices': [231, 238]}, {'text': 'FordResign', 'indices': [239, 250]}]"
ramikodsi,lfc♥REDORDEAD♥,,767,214,24867,2012-03-31 11:15:17,2020-11-13 15:26:47,12,Salah using the international break to build covid-19 immunity for the rest of the season. Elite mentality. https://t.co/mqJsQvYgzD,[]
diplocourier,Global affairs media network connecting global publics to leaders. Follow our #Worldin2050 Ideas Lab & Events @Livein2050 & #InnovationOlympics @2050Challenge.,Global,888,14013,21248,2011-01-20 15:40:11,2020-11-13 15:26:47,0,"The #transport and #infrastructure sectors continued to drive the global #economy throughout the pandemic, now they will need to meet new challenges and shifting consumer behaviors and expectations.
https://t.co/jSQcQol0Ge","[{'text': 'transport', 'indices': [4, 14]}, {'text': 'infrastructure', 'indices': [19, 34]}, {'text': 'economy', 'indices': [73, 81]}]"
Sup3rN0va010,"Engineer, average shmoe","Silicon Valley, USA",6,155,25,2016-11-14 09:36:50,2020-11-13 15:26:47,0,@homoreno723 @KTVU Why? How is Musk’s COVID-19 results impacting the general public? Should Twitter test him again?,[]
idolovetocook,"I block all those who can not reply in a civil manner. Please learn to disagree respectfully. Otherwise, BLOCKED.",,162,20,5940,2020-08-13 15:43:57,2020-11-13 15:26:46,360,"NEW: Supreme Court Justice Alito said in recent remarks that the COVID-19 pandemic has caused ""previously unimaginable"" restrictions on liberty and warned that the US must prevent the freedom of speech ""from becoming a second-tier constitutional right."" https://t.co/sBcLadvMS3",[]
Padz_w,I was sitting in the gaff and I had no fucking clue,"Manchester, England",277,292,19228,2011-01-30 12:47:24,2020-11-13 15:26:46,12,Salah using the international break to build covid-19 immunity for the rest of the season. Elite mentality. https://t.co/mqJsQvYgzD,[]
Michael_M_Rezq,,,1021,548,160662,2011-07-25 23:29:34,2020-11-13 15:26:46,3,Liverpool star Mo Salah tests positive for Covid-19 on international duty | Evening Standard https://t.co/VKCeCc5zw2,[]
alan_dree,The only person on Twitter who doesn’t claim to be a social media guru.,where i'd rather be,977,163,4780,2014-12-02 13:44:49,2020-11-13 15:26:46,99,Breaking: The Egyptian FA has confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/frfhHc9NzS,[]
ConciousLabRat,I am calm.,Indonesia,438,60,1900,2017-12-11 12:51:21,2020-11-13 15:26:46,48,"COVID-19 shut downs are a sham
8.9 ppl in 1000 in U.S. were likely to die in 2020 (trendline mortality rate)
With Covid, mortality rate likely to be 9.4 ppl in 1000 (rate varies by demographic)
Thus, Covid added one in 500 ppl more deaths
For this we shut down the country????",[]
welchcw2,"Red eyes, Chrome hearts, can’t lose 🎥 actor-Daniel Hoff agency LA","Los Angeles, CA",370,1050,121701,2011-07-20 12:21:37,2020-11-13 15:26:46,0,If you can’t swallow your tongue you need to be scared of COVID-19,[]
The_Real_JAM_,"*Hard times are like an old friend to me🐺*
~REAL💥/ Entrepreneur🏆 / Outdoors Enthusiast🏹 / Golfer⛳️ / Recovered Addict🍀~ #VoteRed #Trump2020 #MAGA #GodWins","Kentucky, USA",3980,3829,7655,2019-03-14 00:27:33,2020-11-13 15:26:46,360,"NEW: Supreme Court Justice Alito said in recent remarks that the COVID-19 pandemic has caused ""previously unimaginable"" restrictions on liberty and warned that the US must prevent the freedom of speech ""from becoming a second-tier constitutional right."" https://t.co/sBcLadvMS3",[]
he_koh,"Dad. Husband. Singaporean. Public Sector Digital Transformation. Globetrotter. Storyteller. Foodie. Just 1 of 194,000 Huaweiers. Views are mine and personal.",Worldwide,503,6136,29746,2012-05-06 06:21:37,2020-11-13 15:26:46,2,"@AliceCrypt Again,
1. I personally don't know anyone, who knows anyone who got COVID-19. No only would I need to be lying, but every foreigner here also. 

2. Countries that are at our level of public activity, during COVID-19, have all had evidence of mass deaths easily seen by satellite.",[]
adanna_dr,"Alum @Unn_Nigeria @UniofOxford @Harvard @ghcorps | currently @worldbank working on health systems reform

Views = mine; retweets ≠ endorsement","Washington, DC",640,210,305,2020-10-01 01:58:53,2020-11-13 15:26:46,496,"Please, don't travel for the Holidays. We are at the very beginning of a gargantuan surge in #COVID19 in the U.S. https://t.co/RXzJOlEIPn","[{'text': 'COVID19', 'indices': [113, 121]}]"
suffolkchamber,The voice of Suffolk's business community. Membership of Suffolk Chamber gives access to a full range of networking events and key business services.,"Suffolk, UK",5725,13506,13019,2009-05-27 09:48:01,2020-11-13 15:26:46,2,"Long road back for the UK economy even with a mass vaccine rollout. Legacy impacts from #coronavirus - high unemployment, rising debt levels &amp; depressed business investment all likely to drag on any recovery. https://t.co/V4w9Q8JyOs","[{'text': 'coronavirus', 'indices': [105, 117]}]"
