username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
aldotcom,"All things Alabama. Managed by the social media team at Alabama Media Group. Questions, concerns? Email Ivana Hrynkiw at ihrynkiw@al.com.",Alabama,846,317637,197910,2008-04-25 16:36:18,2020-11-13 15:26:07,0,"Four of Saturday’s previously scheduled SEC football games were postponed due to COVID-19, including both Alabama and Auburn

No football? Stream these movies and shows to get your fix: https://t.co/pC1qGTw57f https://t.co/8NZF7wPhQ8",[]
Cajungirl147,"No political party, always independent. Eager to see Trump gone so America can thrive again. Love the Saints⚜️ LSU Tigers But mostly love my dog! #RESISTER",United States,188,506,21806,2017-07-01 23:50:55,2020-11-13 15:26:07,1080,"Since the last time President Trump spoke publicly, 8 days ago (11/5):

947,319 new COVID-19 infections.

7,507 Americans have died from COVID-19.",[]
sartorialfoodie,"Researching #food & #waste at @FoodPolicyCity @CityUniHealth. Lead of @AHRCfoodnetwork. Sartorialist, performer, dancer. Enjoys a cup of tea. Own Views.",,5001,3039,7353,2011-10-01 07:54:56,2020-11-13 15:26:07,5,"Just a couple of days left to submit an application to join @foodresearchuk as a P/T Research Assistant to work with the team on strengthening #sustainable #foodsystems with a focus on #COVID19, #Brexit &amp; #climatechange: https://t.co/mVsOmIQmYr (deadline 15th Nov).",[]
ChrisMGra,"Standup comedy debut, Bewigged. Thx @sallyriceman for the BBC interview! 
Ed Fringe '19: ""Headless""
Also making a film: The Cuckoo Brides
And GDL student '20/21",London born,679,3264,24275,2015-03-11 21:38:49,2020-11-13 15:26:06,0,"@lesliebartley @Megalyteri1 @FatEmperor I mean, this takes conspiracy theory a *bit* far but it's never reassuring to find a Gog in a global ""emergency""🤣 
Here's the Gog and Magog Biblical link https://t.co/i88nTtqvGC 
And here's a Professor Gog in amongst SAGE (govt advisors on lockdown) 😋😊:
https://t.co/YIwQsN37KT",[]
StellaKramer,I'm a New York-based Photo Editor & Creative Consultant working with photographers to help their careers.,,2735,5401,57798,2008-10-13 19:14:44,2020-11-13 15:26:06,3813,"80% of the people who died in Texas jails from COVID-19 had not been convicted of a crime.

Incarceration should never be a death sentence, but the data is unequivocal: In Texas, and across the country, it has become one.",[]
Evalyn27,"Wife, mother, retired elementary school secretary.part of the “Humane Middle” #VoteBlue. Follow me so I can follow more concerned, witty, informative people.",None,5000,1757,29784,2009-03-29 05:16:50,2020-11-13 15:26:06,3124,"BREAKING—Our entire country, from coronavirus pandemic. Another new all-time record 150,000 cases today. Thanksgiving holidays are coming w/ risky indoor gatherings. 

Try to keep outdoors. But if you must indoors—you must mask!! Premium masks if possible. 

#COVID19 is airborne. https://t.co/qhz8cs0grH",[]
LaurenPelley,"@CBCToronto reporter. Covering #COVID19. “As journalists, we need both a soul and a spine.” —Marty Baron ✉ lauren.pelley@cbc.ca",Toronto,1908,17583,16440,2009-05-07 19:17:58,2020-11-13 15:26:06,2,"Ontario's trend in #COVID19 cases just keeps going up. Seven-day average of new cases daily is now 1,355. https://t.co/hdplPJBxkH #COVID19Ontario https://t.co/twUsQS2jOu","[{'text': 'COVID19', 'indices': [38, 46]}]"
xoreality21,Just talking about some shows ✨✨ *BACKUP*,,46,24,100,2020-10-04 16:20:48,2020-11-13 15:26:06,4,"#MORE: The most new cases are in Toronto (440) and Peel Region (440), followed by York Region (155).

Another 19 deaths were reported, bringing the total to 3,312 COVID-19 deaths in the province. https://t.co/NmGmLeTWCS","[{'text': 'MORE', 'indices': [14, 19]}]"
OmniFoot,"Aɴʏᴛʜɪɴɢ ᴀɴᴅ ᴇᴠᴇʀʏᴛʜɪɴɢ ⚽️
Oᴜʀ 🥅 ɪs ᴛʜᴇ sᴀᴍᴇ ᴀs ʏᴏᴜʀs!  🇪🇬
ᴀʀ|ᴇɴ","Cairo, Egypt",314,64,1825,2020-03-20 18:50:16,2020-11-13 15:26:06,0,"🛑BREAKING| The Egyptian Football Association has announced that Mohamed Salah has tested positive for Covid-19‼️

Salah will miss Egypt's upcoming games and will have to self isolate until further notice

We hope the Egyptian king gets better ASAP🙏🏼

#PremierLeague #LiverpoolFC https://t.co/MHjicIXMSY","[{'text': 'PremierLeague', 'indices': [251, 265]}, {'text': 'LiverpoolFC', 'indices': [266, 278]}]"
dangzb,Solid Maine Mendoza Fan Account 💛Maine Propagandist ctto mema 😂🤣,united arab emirates,1203,2934,580739,2009-09-25 07:01:15,2020-11-13 15:26:06,3,"Leading US infectious diseases official, Dr Anthony Fauci, says end of #coronavirus pandemic is near, but people still need to double down on health measures https://t.co/U0kCwvlVGU https://t.co/G6kCXOVBBu","[{'text': 'coronavirus', 'indices': [92, 104]}]"
dracioppi,"Statehouse reporter, USA TODAY NETWORK New Jersey, @northjersey + others; Lived under water @usnavy. Pics @timlarsenphoto @bedjack racioppi@northjersey.com","Trenton, New Jersey",3049,5542,19027,2009-03-15 19:48:36,2020-11-13 15:26:06,1,".@CovidActNow now says NJ's #coronavirus risk level at ""active/imminent outbreak"" the worst kind, marked in red.

Back in June, NJ was 1 of the few states ""on track to contain #COVID,"" the best level, marked in green.","[{'text': 'coronavirus', 'indices': [48, 60]}]"
Eleanddon,"Retired RN, mother, gramma and great gramma and great great Gramma Married to Blind Korean War veteran.  I’m the left wing of the Eisenhower family.",California ,240,260,221519,2009-03-26 18:50:34,2020-11-13 15:26:06,12,"#Georgia:  For years, James Phillips was a fixture at the Walmart in Blue Ridge. The beloved greeter died Wednesday of #COVID19. His family said they will take comfort in knowing he brought a smile to many faces. #RIP https://t.co/vJJiIo94n0","[{'text': 'Georgia', 'indices': [18, 26]}]"
MohdHjan1,,,6,7,5508,2020-02-21 22:24:01,2020-11-13 15:26:06,0,"Coronavirus Live Update in Pakistan 2020

Coronavirus Live Updates in Pakistan: Covid-19 is a disease caused by SARS-CoV2 virus. And start spreading in December 2019 from Wuhan in China. Covid-19 is named by World Health Organization as its acronym based on Coronavirus disea… https://t.co/hSSyhtkkyb",[]
rajiv_biswas,"International economist and author
Opinions expressed are my own.",,3725,954,2400,2013-10-11 05:07:16,2020-11-13 15:26:06,0,#SupplyChains #Covid_19 Why #Africa and #Pakistan might have a solution for distributing @Pfizer #vaccines. #logistics #coldchain @TRTWorld https://t.co/p9LdxTODN6,"[{'text': 'SupplyChains', 'indices': [0, 13]}, {'text': 'Covid_19', 'indices': [14, 23]}, {'text': 'Africa', 'indices': [28, 35]}, {'text': 'Pakistan', 'indices': [40, 49]}, {'text': 'vaccines', 'indices': [97, 106]}, {'text': 'logistics', 'indices': [108, 118]}, {'text': 'coldchain', 'indices': [119, 129]}]"
KamrinderS,⚡️Godspeed⚡️,,94,119,1405,2020-03-15 14:13:56,2020-11-13 15:26:06,1182,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
kairikun_,真面目なこと呟けません,全日本Twitter深夜徘徊部 埼玉支部 ,844,858,124610,2014-10-18 11:58:21,2020-11-13 15:26:06,150,"BREAKING: Egyptian FA say Mohamed Salah has tested positive for #coronavirus 

https://t.co/2JsNi69qS2

#LFC https://t.co/IkgcFK0XSX","[{'text': 'coronavirus', 'indices': [80, 92]}, {'text': 'LFC', 'indices': [120, 124]}]"
Blueistrue333,,,751,101,3420,2020-10-12 18:30:05,2020-11-13 15:26:06,1304,"Rand Paul is claiming 11M people in our country are IMMUNE to #COVID19 

My friend had the virus, tested positive for antibodies a few months ago, &amp; re-tested last week and now does NOT have the antibodies. Senator Paul is tragically misinforming the American public.😡 https://t.co/m2bOv5BcSt","[{'text': 'COVID19', 'indices': [81, 89]}]"
Hakasays,"Misc thinker, experimenter and occasional memer.🙂

日本語も大丈夫

https://t.co/QUZ3wKomre

#ElectricUniverse/#PlasmaCosmology,#SeismicForecasting,#QuantizedInertia",Earth,4509,3918,21104,2019-01-25 19:12:30,2020-11-13 15:26:05,0,"@matiasmiguelca1 @watchdog_za @JoshuaJSlone @BittBurger @elonmusk The false negative rate can be over 30%

https://t.co/Sk5Cpl6KKT",[]
mkothia94,"Religion, Sports and Politics. 
#LFC #YNWA",,126,55,1110,2020-02-18 16:29:14,2020-11-13 15:26:05,0,"@SkyNews Told you having international football atm was madness. Now Mohamed Salah has tested positive for #COVID19. Its total madness sending players across the globe during a pandemic. 
#coronavirus #Salah #MoSalah #COVIDー19","[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'coronavirus', 'indices': [188, 200]}, {'text': 'Salah', 'indices': [201, 207]}, {'text': 'MoSalah', 'indices': [208, 216]}, {'text': 'COVIDー19', 'indices': [217, 226]}]"
NeoXianWu,@t7chicken Community Mgr/Social Media. #Tekken tournament organizer/event planner. Thoughts expressed are my own. Business: neoxianwu@gmail.com,"Virginia, USA",1235,1627,50747,2015-06-04 15:15:53,2020-11-13 15:26:05,3696,A small wedding in Maine: 177 infected with COVID. 7 dead. https://t.co/uec45VbUhv,[]
stillmsc,I retweet a lot,"New Jersey, USA",1156,1284,60554,2009-05-09 02:04:40,2020-11-13 15:26:05,2,Praying he doesn’t come back with Covid-19. https://t.co/Gh8XPeMoHH,[]
BBlaweiss,,,150,3,870,2020-10-05 10:44:37,2020-11-13 15:26:05,1471,"As politically partisan a speech as I’ve ever seen from a justice: arrogant , tendentious, and sloppy.  Alito condemned COVID-19 restrictions, marriage equality, abortion rights, and five sitting Democratic senators.  https://t.co/5Z3Z51Iu0X",[]
kapilparvat,"Actor, lyricist in film industry .... A simple Homo Sapiens sapiens.. explorer

https://t.co/srDW3k6zDD","Mumbai, India",246,73,6591,2011-09-28 10:51:24,2020-11-13 15:26:05,70,"Many people do not take Covid-19 seriously because  most patients recover than die. But we must not forget SARS-Cov-2 virus damages brain, bone marrow, blood vessels, lungs, liver, spleen, heart, kidneys, pancreas, thyroid etc.",[]
Nero_Rhymes,I AM A YOUNG COMEDIAN/MC .. A Football ADDICT. #TEAM ARSENAL#,Nigeria,946,984,163034,2010-09-19 14:49:10,2020-11-13 15:26:05,1179,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
LLHardacre,"Retired President of Local 237
Retired Professor  (Early Childhood Education) Conestoga College",,165,82,4806,2012-08-16 17:45:42,2020-11-13 15:26:05,1,"About half of cases have ""no known epi-link"" or ""no info:.

Confirmed cases of #COVID19 in #Ontario by likely acquisition &amp; public health unit reported date.
#COVID19Ontario #Covid_19 #onpoli
Graph source: https://t.co/hgarFBR7kX https://t.co/IHAKtDPZdP","[{'text': 'COVID19', 'indices': [93, 101]}, {'text': 'Ontario', 'indices': [105, 113]}]"
Yggplant,,,56,25,4646,2017-01-13 18:31:42,2020-11-13 15:26:05,1070,"“Only 55 people attended the Aug. 7 reception at the Big Moose Inn. But 1 of those guests arrived w/ a coronavirus infection. Over the next 38 days, the virus spread to 176 other people. 7 of them died. 

None who lost their lives had attended the party.” https://t.co/dmebCTkB7p",[]
LMeredithEU,Director for the EU's Eastern Neighbourhood & Institution Building at the 🇪🇺 @EU_Commission. Follow @eu_near,"Brussels, Belgium",252,1457,775,2019-09-06 12:46:50,2020-11-13 15:26:05,0,"COVID-19 tracing in wastewater can serve as a decision-making tool while managing the #COVID19 crisis. 💧😷
About 90 public health &amp; #water professionals from #EaP, #EU 🇪🇺 &amp; international organisations discussed this topic within the EUWI+ initiative 👉 https://t.co/wsKsscTvWA https://t.co/nWR6EHlCMR","[{'text': 'COVID19', 'indices': [86, 94]}, {'text': 'water', 'indices': [135, 141]}, {'text': 'EaP', 'indices': [161, 165]}, {'text': 'EU', 'indices': [167, 170]}]"
mgmsports,The official Twitter account for sports writers of the Montgomery Advertiser. Follow us for live reports during all the games.,"Montgomery, AL, USA",243,2629,63951,2012-05-08 15:23:15,2020-11-13 15:26:05,0,CECIL HURT: SEC paddling in ferocious waters as it tries to navigate coronavirus https://t.co/mAd850VDoP,[]
_xavier01,19|🇨🇮 #225 #blacklivesmatter #EndSARS #CongoIsBleeding,Don’t worry,561,449,30745,2018-12-23 14:49:26,2020-11-13 15:26:05,4,The Brazilian team doctor Rodrigo Lasmar has said Telles and the rest of the Brazil squad except from Gabriel Menino have tested negative for Covid-19 [men] #MUFC #UR,[]
voyagevixen,"Community builder, vegan, traveller, arts lover. 'Unless someone like you cares a whole awful lot, nothing is going to get better. It's not.' - Dr. Seuss","Calgary, Canada",3496,2257,34962,2009-05-27 04:07:36,2020-11-13 15:26:04,0,"COVID-19 Conspiracy Theories Are Spreading Rapidly—and They're a Public Health Risk All Their Own 

https://t.co/JRC4WxDYRh",[]
OSUPAM,✝,,991,151,16634,2009-11-04 14:07:38,2020-11-13 15:26:04,59,".@ping2000pong
You don't need to go to med school to accept actuality.
Just use your eyes.
Do u see sick ppl, or lines for emerg rooms, or makeshift hospitals?
Can u name any of the dead?
If not for the masks &amp; the media u would not even know such a thing as covid 19 existed.",[]
romeoindia,non sequitur ridiculousness,Ba Sing Se,141,53,5132,2007-08-11 00:14:46,2020-11-13 15:26:04,3437,"80 percent of those who died of Covid-19 in Texas county jails were never convicted of a crime, a new report finds  https://t.co/EjLpTPPQ4E",[]
tulsaworld,The pandemic isn't the only time Tulsa World provides a valuable public service to readers. Please consider supporting local journalism by subscribing today.,"Tulsa, Okla.",8160,117549,127614,2008-05-09 04:13:58,2020-11-13 15:26:04,0,The news comes after a ceremonial swearing in where many members and guests did not wear masks. The state Senate will forgo its own ceremony due to COVID-19 concerns. https://t.co/egz2bHHj7L,[]
SoundGuyMatt,PornoSound “balances chill and no chill on the edge of a knife & has a sick retweet game.” Political Advisor: @dick_nixon Spiritual Advisor: @T2000000000,Parts Unknown,949,814,33278,2011-05-04 22:39:55,2020-11-13 15:26:04,11,"""None of the victims who lost their lives had attended the party.""

https://t.co/mrFJdG2Mi6 https://t.co/sg2DW8sV3T",[]
Robertapurr65,Retired teacher. Fanatical animal lover. Classic film fan. #Resist  #VoteBlueNoMatterWho #IWillNotYield #BLM #TheyKnew,"Houston, TX",5002,3893,19819,2017-01-26 18:12:46,2020-11-13 15:26:04,6087,"My heart is broken. My 28-year old nephew, Jake, died from Covid-19 last night. I'm so angry! This didn't have to happen to a healthy, young man! Wear a damn mask!💔😢",[]
The_NewArab,"Bringing you the latest news and current affairs from the Middle East, North Africa and beyond.",London,247,114048,273342,2014-03-09 10:25:18,2020-11-13 15:26:04,0,"BREAKING: Mohamed Salah has tested positive for COVID-19, the Egyptian FA confirms https://t.co/OJRahWnRuX",[]
DavidBe53174057,"Left of Centre Left.
Union Solidarity 
Let's get serious about a fair go for all. 
 & remember I don't give a phuck.

Wurundjeri land.","Melbourne, Victoria",1909,1953,9221,2019-06-11 21:28:46,2020-11-13 15:26:04,2,Sweden hoped herd immunity would curb COVID-19. Don't do what we did. It's not working. https://t.co/e7UhPwhthD via @usatoday,[]
HarryLaneGroup,"@LOCF1 Capital Management - The Future Of Money Transfers With Low Rates - Cryptic Currency Exchange Broker: https://t.co/xWFADJNTIP
Call: 1-865-622-3032",USA,4113,1907,19902,2009-07-26 16:47:51,2020-11-13 15:26:04,0,@LOCF1 Capital Management anticipates a record QT4 2020 record close as #COVID19 rages on has created Buying Opportunities in the Remote Work Field like @Cisco shares rally on outlook of the Remote Work era and @Microsoft sets the path forward ... @realHarryLane “Hot Stock Picks” https://t.co/ySd4cPClI5,"[{'text': 'COVID19', 'indices': [72, 80]}]"
Atlantic_CM,Multi Asset Brokers - Short and long term trading strategies and market signals direct to your phone in real time via SMS.,,153,73,709,2019-12-06 15:06:33,2020-11-13 15:26:04,0,"#podcasts 
@Alan__Green
 talks #COVID stocks &amp; markets:

#Novacyt #NCYT #AVCT #SNG #PRSM
 #CPI

on 
@UKInvestorMAG
 #podcast with 
@jonathanUKIM

#CovidVaccine #Robotics #outsourcing #investing 

https://t.co/1V3XDuMWO3 https://t.co/bldEm02kVL","[{'text': 'podcasts', 'indices': [0, 9]}, {'text': 'COVID', 'indices': [31, 37]}, {'text': 'Novacyt', 'indices': [61, 69]}, {'text': 'NCYT', 'indices': [70, 75]}, {'text': 'AVCT', 'indices': [76, 81]}, {'text': 'SNG', 'indices': [82, 86]}, {'text': 'PRSM', 'indices': [87, 92]}, {'text': 'CPI', 'indices': [94, 98]}, {'text': 'podcast', 'indices': [120, 128]}, {'text': 'CovidVaccine', 'indices': [150, 163]}, {'text': 'Robotics', 'indices': [164, 173]}, {'text': 'outsourcing', 'indices': [174, 186]}, {'text': 'investing', 'indices': [187, 197]}]"
AdenijiOluwaf17,,,192,80,7461,2018-02-10 14:33:04,2020-11-13 15:26:04,1183,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
emarceg,"Christian/father/husband. News junkie, I love books, music, TV, podcasts, movies & football (soccer)- Brazil & Man Utd for life. #Bajan #BLM #SavedByGrace","Toronto, Canada via Barbados",1382,650,151569,2010-09-29 18:52:19,2020-11-13 15:26:04,41,"#BREAKING: Ontario reports nearly 1,400 new cases of COVID-19, seven-day average climbs to more than 1,300 
https://t.co/6twFFKsNpw https://t.co/VqWrJZk4Fe","[{'text': 'BREAKING', 'indices': [10, 19]}]"
xoreality21,Just talking about some shows ✨✨ *BACKUP*,,46,24,100,2020-10-04 16:20:48,2020-11-13 15:26:04,12,"#BREAKING: Sources say Ontario's COVID-19 case numbers have dropped to 1,396 today, down from a record high of 1,575 yesterday. https://t.co/NmGmLeTWCS","[{'text': 'BREAKING', 'indices': [14, 23]}]"
jessnavarropana,❤️🇵🇦🙌🏻🇨🇦🙏🏻❤️,TO/Canada,3630,882,16377,2010-08-27 03:25:06,2020-11-13 15:26:04,4,"#MORE: The most new cases are in Toronto (440) and Peel Region (440), followed by York Region (155).

Another 19 deaths were reported, bringing the total to 3,312 COVID-19 deaths in the province. https://t.co/NmGmLeTWCS","[{'text': 'MORE', 'indices': [14, 19]}]"
NBCNewYork,Get breaking news and Storm Team 4 weather updates. Plus stories from New York's biggest investigative unit. News tip or question? tips@nbcnewyork.com,"New York, NY",1972,326975,232401,2008-08-15 16:16:53,2020-11-13 15:26:04,1,"COVID update - Connecticut:

Approximately 100 towns are now on RED alert status. This is around 80 percent of the state’s population. Latest CT state info here: https://t.co/GUmOJnsnjO. #COVID19 #WearAMask",[]
Chasingharmony1,"Tea lover, crochet enthusiast 🇨🇦",,238,592,23731,2017-02-28 17:49:15,2020-11-13 15:26:04,1,"@celliottability 19 more Ontarians have lost their lives. Please acknowledge them.

Why didn't your govt spend the $9.3 billion in relief funds, instead of properly funding a safe return to schools and supporting small businesses?

Why did you lie about changing the metrics?

#onpoli #COVID19",[]
Mo_S10,"Cowboys, Warriors, SF giants,Manchester United. And a little horse racing  #CowboysNation. #SFGiants.. #Warriors #ManchesterUnited",California ,2591,612,111140,2011-08-20 07:35:43,2020-11-13 15:26:04,96,Breaking: The Egyptian FA has confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/frfhHc9NzS,[]
Mmadkour78,"Anesthesiologist , Kasralsiny",Egypt,252,691,12147,2011-02-12 21:08:55,2020-11-13 15:26:04,1183,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
AbdulSaiyed,,Toronto,161,23,2972,2010-08-28 22:37:36,2020-11-13 15:26:03,419,"BREAKING: New modelling warns that Ontario could see 3,000 to 6,000 daily cases of COVID-19 by mid-December https://t.co/gyKVHcPMhC https://t.co/WYomJcWOMk",[]
JavierGlZrt,,,50,40,1851,2017-06-12 02:22:13,2020-11-13 15:26:03,866,"Peru, the country with the highest Covid-19 mortality rate, is currently undergoing an intense political crisis due to a Parliamentary coup. There is no legitimate government, or leadership. 

Peaceful protests have been disrupted by unreasonable police violence (1) https://t.co/lbQOVjrRZz",[]
RumpoleBayou,"""The lawyer plods, quite careworn"" (Jane Austen, Persuasion) • Board-Certified Appellate Lawyer • Liberal Democrat • Scalawag","Houston, Texas",4093,1331,26589,2016-03-12 01:48:25,2020-11-13 15:26:03,2073,"55 people attended a wedding reception in Maine in August, and 1 of them had Covid. Over the next 38 days, the virus spread to 176 other people and 7 of them died.

None of the victims who lost their lives had attended the reception. https://t.co/bRLWJas4lh",[]
roesias,"don't follow me, I'm lost too!",Cologne & Istanbul,87,92,2425,2010-01-08 23:05:33,2020-11-13 15:26:03,67,COVID-19 is a harsh but accurate #systemsthinking teacher. A thread.,"[{'text': 'systemsthinking', 'indices': [48, 64]}]"
NedSA86,"Tak amik bio, dulu amik akaun je.",Selangor  ,495,527,59126,2010-10-15 14:51:18,2020-11-13 15:26:03,3762,"Small wedding. 55 attendees.
Temperature taken at entrance. No fevers reported.

Later, 177 infected.
7 died — and they didn’t even attend the wedding. https://t.co/n0xsPCqMi2",[]
AustinElime,"Smart | Strong | Silly | Straight up class act.
I’m on my journey. Join me by following along.",United States,256,6,4,2020-09-22 11:53:37,2020-11-13 15:26:03,0,"I love to do DIY , its my hobby actually.🥰😍😌
#lockdown #COVID19 #coronavirus #CallOfDutyBlackOpsColdWar #Diwali #USAElections2020 #USD #GiveALittleLove #onepiece995 #yellow #Trump2020 #royalehigh #VibePayFriday https://t.co/3eQlpHqZxT","[{'text': 'lockdown', 'indices': [45, 54]}, {'text': 'COVID19', 'indices': [55, 63]}, {'text': 'coronavirus', 'indices': [64, 76]}, {'text': 'CallOfDutyBlackOpsColdWar', 'indices': [77, 103]}, {'text': 'Diwali', 'indices': [104, 111]}, {'text': 'USAElections2020', 'indices': [112, 129]}, {'text': 'USD', 'indices': [130, 134]}, {'text': 'GiveALittleLove', 'indices': [135, 151]}, {'text': 'onepiece995', 'indices': [152, 164]}, {'text': 'yellow', 'indices': [165, 172]}, {'text': 'Trump2020', 'indices': [173, 183]}, {'text': 'royalehigh', 'indices': [184, 195]}, {'text': 'VibePayFriday', 'indices': [196, 210]}]"
DrBobBullard,"Scholar, lecturer, policy expert, award winning author of 18 books, co-chair of National Black Environmental Justice Network & father of environmental justice.","Houston, TX",10451,22275,116064,2011-02-22 02:17:10,2020-11-13 15:26:03,0,Most States Aren’t Ready to Distribute the Leading COVID-19 Vaccine https://t.co/CkOQMHT9h0 @propublica,[]
xcellsolution,,"Moncton, New Brunswick",54,19,2298,2019-10-24 16:37:38,2020-11-13 15:26:03,4,"New Brunswick health officials are advising Sussex residents of a potential exposure to COVID-19 at 8th Hussars Sports Centre on Tuesday. 

https://t.co/ccKc805gZa",[]
EmSemm,"Digital & social marketer. I tweet about work, politics, and television. Views = my own, especially those about The Bachelor","Chicago, IL",746,760,3741,2008-06-26 17:36:28,2020-11-13 15:26:03,0,"My company, Capital One, wants to recognize COVID-19 heroes in the DC-metro area! Nominate someone who has made a difference in your community and you both could win a signed Washington Capitals, Wizards or Mystics jersey. https://t.co/HA8YqOMZ0C https://t.co/wx72NwNKqY",[]
Abhi98404160,,,37,13,2864,2020-04-22 17:38:33,2020-11-13 15:26:03,97,"We have celebrated Deepotsav following all #COVID19 guidelines, we must follow the same during the construction of Ram Mandir. Let us pledge to observe ‘do gaj ki doori, mask hai zaroori’ during this #Diwali: CM Yogi Adityanath in Ayodhya https://t.co/EAMlnL31OS","[{'text': 'COVID19', 'indices': [58, 66]}]"
calderdaleccg,NHS Calderdale CCG works together with partners to achieve the best outcomes for local people. Call us on 01422 307400.,Calderdale,645,4504,14249,2009-04-16 11:05:28,2020-11-13 15:26:03,1,"There are three big things we can all do to help reduce the #COVID19 infection rate in Calderdale. 

❌ Avoid contact.

😷 Wear a mask.

🏠 Isolate.

It really is that simple. If you're lucky enough to have your parents or grandparents, they may need your help to keep safe 🧓💚 https://t.co/QQzSUCHzTa","[{'text': 'COVID19', 'indices': [76, 84]}]"
WHDNYC,🇺🇸 🗽,"New York, NY",4054,1854,131395,2011-03-30 01:32:59,2020-11-13 15:26:03,20304,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
AwimAfandi,Tak payahlah follow. I bukan tweet pasal you pun.,Malaysia,416,1160,112477,2009-10-13 17:24:01,2020-11-13 15:26:03,1183,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
MeredithPotyond,Former political analyst feeling the sting of giving up a career to raise babies something fierce. Itchin to get back in the game. she/her,"Dallas, TX",411,72,996,2020-06-19 16:26:37,2020-11-13 15:26:03,3440,"80 percent of those who died of Covid-19 in Texas county jails were never convicted of a crime, a new report finds  https://t.co/EjLpTPPQ4E",[]
sailorJack2019,"Conservative, Christian, toxic, generous, Alpha Male, Navy Officer Veteran. 🇺🇸
 Business Executive , Father, MAGA TRUMP 2020 Chicago and Dodge Couny are home.",Fox Lake Wisconsin ,8422,7999,47166,2019-11-29 21:18:25,2020-11-13 15:26:03,2310,"Why do so-called government “experts” deny that some in the public have pre-existing cross reactive immunity to COVID-19?  Could it be that their goal is not the truth, but rather, public submission? 

New York Times report may prove Rand Paul correct... https://t.co/Xf7rwfO1GM",[]
chicafrom3,the devil has spoke/and he's not very bright,USA,116,59,10923,2009-04-07 18:17:17,2020-11-13 15:26:03,2217,"You chance of encountering someone with COVID-19 at a gathering of 10 people, by location:

NYC: 8%
Seattle/King County: 11%
Los Angeles: 12%
Chicago/Cook County: 39%
Norton County, KS: More than 99%

https://t.co/Pz05RZvmpc https://t.co/D9EpmmBTma",[]
informers1,"And now it begins to shine, and you found the eyes to see...    #Spiritual #Esoteric #Mystical #HealingCrystals #WakeUp #TheMatrixIsReal #MUFC #RedArmy",Inner Space ,337,233,3812,2014-07-24 19:41:55,2020-11-13 15:26:03,0,"Us in a few months time!!! 

Your vaccine documentation schweinhund!!

#COVID19 #COVID19ireland #GestapoState 

Watch, the majority will be subservient, and happy to be!! 
#Ireland #TheNumbersGame #NEPHET https://t.co/6uHvZpolcw","[{'text': 'COVID19', 'indices': [71, 79]}, {'text': 'COVID19ireland', 'indices': [80, 95]}, {'text': 'GestapoState', 'indices': [96, 109]}, {'text': 'Ireland', 'indices': [172, 180]}, {'text': 'TheNumbersGame', 'indices': [181, 196]}, {'text': 'NEPHET', 'indices': [197, 204]}]"
yeethekop,"if you can't support us when we lose or draw, don't support us when we win - Bill Shankly #StevieG8 #LFC #YNWA #JFT96 #WeAllReds #PerakFA #HarimauMalaya",THIS IS ANFIELD ,436,1716,572293,2010-04-03 10:42:25,2020-11-13 15:26:02,46,BREAKING: Mo Salah has tested positive for COVID-19. https://t.co/V66QD0gRkB,[]
NRNonline,"The #1 source of #food, #beverage and other news and business intelligence for #restaurant #foodservice industry professionals",,5057,75334,49553,2009-02-04 20:41:49,2020-11-13 15:26:02,0,"Indoor dining is a major cause of COVID-19 ‘superspreader’ events, Stanford-led study suggests https://t.co/YTj7As1UsA @JoannaFantozzi https://t.co/eOoNrgek7h",[]
naturalbabes,"Everything you need to know about trading in Bitcoin and cryptocurrency, wherever you are in the world.  Sign up with Binance:  https://t.co/htJkqgeP8e","British Columbia, Canada",626,1622,36047,2010-04-11 05:43:40,2020-11-13 15:26:02,45,"COVID-19 shut downs are a sham
8.9 ppl in 1000 in U.S. were likely to die in 2020 (trendline mortality rate)
With Covid, mortality rate likely to be 9.4 ppl in 1000 (rate varies by demographic)
Thus, Covid added one in 500 ppl more deaths
For this we shut down the country????",[]
dr_sara_ahern,Programme Manager for the Better Start Bradford Innovation Hub. Passionate about improving the lives of children and families in Bradford. All views are my own.,"Bradford, England",455,362,814,2015-04-30 17:24:39,2020-11-13 15:26:02,5,"New report on children's mental wellbeing during Covid-19 by me and my colleagues at @Bradford_CSAG &amp; @BiBresearch https://t.co/ADljafqLPl highlighting impact of Covid-19 &amp; govt measures on children's anxiety, routine, motivation, learning and relationships with family &amp; friends.",[]
