username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
ElizabethWagst2,"I live in the UK, and made this account purely to troll Trump (which incidentally means fart 💨 here in England)","Ledbury, England",227,98,4734,2020-09-30 20:05:12,2020-11-13 15:55:40,22,"Appalling!! @JBSCareers 

A Colorado family struggled to find a way to honor a loving wife, mother and JBS meatpacking employee as they couldn't afford a final resting place after she died from COVID.

Denver7 viewers step up to buy Tin Aye a headstone.
https://t.co/Hu5pqQ0QFD https://t.co/vHtL48hnk0",[]
TDEick,Linguistics/Applied Linguistics PhD student @ASU. May be that teacher-like person on Zoom shouting about things & stuff. TESOL/ESP/WE/SLA/SLW = happy place.,Arizona State University,1663,468,2345,2013-03-07 00:40:40,2020-11-13 15:55:40,485,"New @latimes story by @DeborahNetburn on our @covid19riskUSA website to assess risk that one (or more) individuals may have #Covid19 in events of different sizes (w/@urbanclio)

Paper:
https://t.co/ZEDBZrxatN

Website:
https://t.co/IX6qW1R0Or

Story:
https://t.co/qzKttqdeDD",[]
falingwithstyle,she/her,"Washington, DC",311,98,5779,2011-04-14 03:41:26,2020-11-13 15:55:40,13,"A small, family wedding in Maine with 55 guests directly infected 176 people, 7 of whom died, over the next 38 days.

Please reconsider whatever Holiday plans you may have.

https://t.co/Qk803IpVIe",[]
HRCFanGal,HILLARY CLINTON IS THE LEGITIMATE PRESIDENT OF THE UNITED STATES! “ESTABLISHMENT” DEMOCRATS ROCK!! #StillWithHer #SheWon #NeverBernie...EVER!!!!,,886,1142,113051,2016-06-19 00:49:25,2020-11-13 15:55:40,85,"I really worry about President Biden and his aides having to occupy the White House, which is a covid-19 hot zone. The Secret Service deserves hazardous duty pay for staying at their posts. https://t.co/RMtBEWHvU8",[]
NasirKhanHG,"A Villager,Business In Dubai, Ex President PTIDXB. Believer.. Circumstances don't make a man,they reveal him. LOVE UAE. RTs r not endorsement",Dubai,971,1485,24084,2013-02-03 15:34:54,2020-11-13 15:55:40,321,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
ChristopherOrp1,,"Queens, NY",5004,326,154840,2014-03-16 02:39:06,2020-11-13 15:55:40,244,"""Wear your mask because I almost died from it,” says Kelly Meeker, a gymnastics coach who has been hospitalized for a month and a half with Covid-19. “It's more serious than people think."" https://t.co/h27YdRpxHZ",[]
GenevaImpact,@UNGeneva's Perception Change Project: showing the impact of Geneva-based International Organizations on your daily life,Palais des Nations,808,9370,8226,2014-08-07 17:01:21,2020-11-13 15:55:40,1,"General information about #covid19 for the International community, situation in Switzerland and recommendations
Compiled by @swiss_un 

Summary regularly updated: https://t.co/6wYcBJaNkv

Protect yourself and others! https://t.co/39Ovwmsm5e","[{'text': 'covid19', 'indices': [42, 50]}]"
kathrynellisss,it’s a’meeeee... Kat...,,156,80,436,2014-12-07 17:58:11,2020-11-13 15:55:40,0,@realDonaldTrump DUDE SHUT UP AND FOCUS ON COVID 19 LIKE A PRESIDENT SHOULD????,[]
LuksiChito,"I may not be everybody’s cup of tea, but I am someone’s shot of whiskey.",Chahta Nation,287,42,9554,2020-10-02 03:25:54,2020-11-13 15:55:39,37,"Medical tents have been set up outside two hospitals in Lubbock, TX, after the state became the first in the U.S. to surpass 1M cumulative COVID-19 cases. The United States’ third wave of COVID-19 is spiraling: Wednesday saw 144k new cases and more than 65k new hospitalizations https://t.co/AAQYWqNo7U",[]
RealTradishChef,Full-time Single Father. Plains Cree. Chef. Firefighter. Metal. Country. Golf. Gaming. Edmonton Oilers. Toronto Blue Jay's. Toronto Raptors. PSN: RickDiesel__69,,1789,237,1190,2020-08-20 22:05:33,2020-11-13 15:55:39,16,"Alberta, here’s the facts:

Almost 6000 COVID-19 cases in the last 8 days. SIX THOUSAND!! 

100+ new cases in kids/teens a day aged 10-19 

If you haven’t taken this seriously, we need you now. Please wash your hands. Please wear a mask. Please have your party next year!!!

🙏🏻",[]
tlmnok,"I'm #SOONER born and SOONER bred and when I die I'll be a SOONER dead. Rah Oklahoma, rah Oklahoma, rah Oklahomaaaaaa.... OK U ❣️#HerdHealthMatters","Piedmont, OK",2464,1957,28362,2009-04-15 06:32:14,2020-11-13 15:55:39,1175,"Since the last time President Trump spoke publicly, 8 days ago (11/5):

947,319 new COVID-19 infections.

7,507 Americans have died from COVID-19.",[]
TEAMPMkhan,"#PakistaNi 
#Cricket_lover || 
A portrait and Fashion #Photographer

Lover of @ImranKhanPTI and @PeaceForChange","Peshawar, Pakistan",1235,786,4279,2017-03-28 13:39:29,2020-11-13 15:55:39,306,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
wynsome_gwen,"Sitting here, thinking of yo-ou /and I'm/ waitin' on that zip-train/ to go home...",Santa Barbara,738,1333,33872,2012-01-01 11:49:19,2020-11-13 15:55:39,84,"“As hard as the work fatigue is, the “societal fatigue” is harder, said Hatton, the Utah pulmonary specialist. He is tired of walking out of an ICU where COVID-19 has killed another patient, and walking into a grocery store where he hears people saying it doesn’t exist.” #utpol https://t.co/RSSvKO9cRy",[]
MelanieBoisMD,"#CardiacPath #CytoPath #PulmPath. T/RT not medical advice, not a reflection of my employer. Cases not current.","Mayo Clinic, Rochester, MN",1977,4162,4929,2016-09-09 12:34:24,2020-11-13 15:55:39,0,True #myocarditis in #COVID19 is rare according to this study. #CVPath #cardiotwitter https://t.co/E5jFIH7FlK,"[{'text': 'myocarditis', 'indices': [25, 37]}, {'text': 'COVID19', 'indices': [41, 49]}, {'text': 'CVPath', 'indices': [83, 90]}, {'text': 'cardiotwitter', 'indices': [91, 105]}]"
Nashville_Mandy,,,387,2,548,2019-10-03 18:21:14,2020-11-13 15:55:39,20747,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
rorr_17,,,134,25,375,2017-11-07 23:40:11,2020-11-13 15:55:39,9,"13 million more girls are at risk of #childmarriage due to #COVID19, giving us 13 million more reasons to prioritise girls’ rights by 2030. 🙋🏽‍♀️📢

Join us &amp; call on the #GBV #GenerationEquality action coalition leaders to prioritise an end to #FGMC &amp; #CEFM.
https://t.co/DmovEI0kwm https://t.co/zzuHYh2DaL","[{'text': 'childmarriage', 'indices': [57, 71]}, {'text': 'COVID19', 'indices': [79, 87]}]"
AnnetteHay1,Human. Hematologist. Hopeful.,"Kingston, Ontario",261,280,123,2014-06-01 19:29:20,2020-11-13 15:55:39,2,Living with cancer through COVID-19? We would like to know how it is affecting you. #CCTG SC27 study is looking at the impact of the pandemic on cancer patients and survivors. Visit https://t.co/xCIWrpWM8J to find out more. #covid19 #cancer #cancerpatient #CCTG #research https://t.co/zcgik2Cxm3,"[{'text': 'CCTG', 'indices': [105, 110]}]"
MaryTip51100528,I am sober 12 years ! I love God and met God ! I have three tattoos all hiden! I am born again! I may be Christian but I am not perfect 🤩 only God is ya heard,,480,66,1741,2020-09-14 19:53:18,2020-11-13 15:55:39,264,BREAKING—Over 130 Secret Service officers who help protect the Trump WH have recently been ordered to isolate or quarantine because they tested positive for #COVID19 or had close contact with infected co-workers. The Trump superspreading events had a toll. https://t.co/aXQU7H7CfW,[]
NancyWonderful,"RETIRED CEO .. Mass Liberal, Red Sox fan, #metoo, I support 1 female Monastery n Tibet ., Bernie 2020 he got Amazon/Disney to pay workers $15hr Hillary said NO",,2163,4214,204517,2009-05-06 16:37:04,2020-11-13 15:55:39,32,"Sunday night on @MSNBC:

As the global race for a Covid-19 vaccine continues, @RichardEngel goes inside one of the labs working on a potential vaccine.

Watch ""On Assignment with Richard Engel: Race for the Vaccine” this Sunday at 10 p.m. ET on MSNBC. https://t.co/WY7LsmpRBE",[]
gadgetsstack,"Gadgets Stack covers about latest technology news, reviews, gadgets, how-tos, home entertainment systems and more about new technology.",india,10,24,8434,2019-04-10 05:40:24,2020-11-13 15:55:39,0,247 News Around The World 247 News Around The World Liverpool‘s absentee record has worsened with news that star forward Mohamed Salah has contracted coronavirus. Salah has tested positive for Covid-19 with the Egyptian FA confirming the news on... https://t.co/ddMkzflgaN,[]
NormaCohen3,"PhD from QMUL 2020. Research on WWI finance. Ex-FT Demography Correspondent.Honorary actuary. n.e.cohen@qmul.ac.uk Follows #economics #pensions, #population.","London, England",1386,1618,4827,2012-01-11 16:20:40,2020-11-13 15:55:39,0,"@TorstenBell The argument breaking out now about tax has a clear historical precedent; after the First World War, Britain had 'The War After'. This was a bitter battle over how the cost of war should be shared and how to restore the nation's economy. https://t.co/L61Lqt5ucG",[]
TwaddleDr,,The Windy City,852,1013,4773,2013-07-26 21:53:11,2020-11-13 15:55:39,177,"2) Swedish model... for all the deaths that Sweden 🇸🇪 suffered, was it even worth the improved economic benefit as proponents touted? Was 8-10x the #Covid19 total deaths worth it?

Answer: No &amp; No.

Lesson: Don’t chase herd immunity without vaccine. https://t.co/BFY1jQWZsv",[]
LiveFree_n_Loud,"Unbowed, Unbroken, Living Loud n Uncensored ... Chile, stay tuned ... Tweeter ... Live Not By Lies ... CPA n Certified Fraud Examiner ...",Tweetdeck City,4630,7512,169856,2012-07-13 03:17:38,2020-11-13 15:55:39,133,"Alaska Rep. Don Young, the oldest member of congress, has tested positive for COVID-19 | Just The News https://t.co/nLpxXxNyh6",[]
lizl_genealogy,"Local historian & pro genealogist trained originally in anthro/archaeology. Some interests: Northern slavery,early modern era,women's history. Travel(ed) a lot.","back in Boston, MA, US",992,3152,243500,2011-08-08 18:39:12,2020-11-13 15:55:39,100,"A brief update on our work with the sequencing of the White House #COVID19 outbreak. Since posting on Nov 1, groups from all over the US have shared an additional 2798 #SARSCOV2 viral genomes via @gisaid and additional connections have emerged. 1/9
https://t.co/X3ihbfQMPv","[{'text': 'COVID19', 'indices': [77, 85]}]"
yababy63_cooke,Proponent of WASH UP.... MASK UP... SPACE OUT!,British Columbia,0,7,3349,2015-03-27 01:25:29,2020-11-13 15:55:39,0,@TheMasters @realDonaldTrump Trump has time to watch the Masters but doesn't have time to assist the 11 million Americans who have contracted Covid-19.,[]
WarnockWarrior,"Help Warnock & Ossoff win in Jan.
https://t.co/IWwpAZ9wFQ 
https://t.co/0XTxen0RFC

#VeteransForWarnock
USN🇺🇲
VOLUNTEER TO BE IN THIS FIGHT
#Resist #Vote #LGBTQ 
#FBR #GA","Georgia, USA",7525,7394,109578,2020-06-02 14:17:57,2020-11-13 15:55:39,370,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
joanne83davis,fine wine sales by day RESISTING all night,CT,7786,7071,103229,2009-02-28 17:05:05,2020-11-13 15:55:38,13,"Massachusetts has crossed a grim milestone: 10,000 deaths from COVID-19. https://t.co/xoe0QEQ2hi",[]
EllenSDuffy1,"#Resist, #BidenHarris2020, #FlipTheSenateBlue, #NeverTrumper🇺🇸🇬🇷A proud granddaughter of Greek Immigrants. A Founding Member of @MeidasTouch","Chicago, IL",1244,327,88732,2018-02-28 23:15:20,2020-11-13 15:55:38,398,"Trump said Covid-19 would disappear after the election.

It's 9 days later.  

Covid-19 is still here. 
Trump hasn't been seen in 6 days.",[]
rsegal64,,,204,55,280,2012-11-01 21:58:54,2020-11-13 15:55:38,0,@BrianLehrer @michaelmina_lab There really needs to be more and clearer information for people who’ve had COvID-19,[]
ThangsriR,I'm a Graphic Designer.,,828,192,3294,2020-04-28 06:34:20,2020-11-13 15:55:38,1,"When they ask me to tell more 😃

#politics #memes #memesdaily #entrepreneur #entrepreneurlife #business #sales #finance #economy #maga #trump #crisis #covid19 #gold https://t.co/wTwmnsjBG3","[{'text': 'politics', 'indices': [53, 62]}, {'text': 'memes', 'indices': [63, 69]}, {'text': 'memesdaily', 'indices': [70, 81]}, {'text': 'entrepreneur', 'indices': [82, 95]}, {'text': 'entrepreneurlife', 'indices': [96, 113]}, {'text': 'business', 'indices': [114, 123]}, {'text': 'sales', 'indices': [124, 130]}, {'text': 'finance', 'indices': [131, 139]}]"
moin_kpk,,,2008,1471,6459,2014-08-24 07:16:11,2020-11-13 15:55:38,323,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
Covid_Nation,A website that has been approved to be made to clear up mist and fog surrounding Coronavirus. We aim to stop misinformation about this virus once and for all!,United Kingdom,41,4,414,2020-11-02 19:35:03,2020-11-13 15:55:38,11,"There are four cases of COVID-19 to report in New Zealand today, all in managed isolation. 

One involves a recent arrival and three are classified as historical.  

There are no new cases in the community. https://t.co/w7KDD8fYgK",[]
JeremyFarrar,Director of the Wellcome Trust (@WellcomeTrust).,London,170,59824,45813,2013-06-07 07:30:53,2020-11-13 15:55:38,4,"Another milestone! &gt; 200,000 WHE genome sequences of #COVID19 in @GISAID. Congratulations to 28000 researchers from 190 countries for this scientific collaboration. This has helped us keep track of virus evolution @DrTedros @JeremyFarrar @PrinSciAdvGoI @CEPIvaccines @JNkengasong https://t.co/k6yCQaIn8u","[{'text': 'COVID19', 'indices': [74, 82]}]"
angelangelthree,"I like fanfiction, gaming, m/m stories, and tea. Fandom Old and getting better every day.","Fandom, At-Large",467,143,21736,2019-01-30 19:42:51,2020-11-13 15:55:38,1333,"#COVID19 update:
-Positivity rate: 3.9%
-Daily case average: 6,719
-Hospitalizations: 36% increase
-ICU: 37% increase

We absolutely must take these increases seriously.

Wear your mask. Physically distance. Do not let your guard down.

Your actions could literally save lives.","[{'text': 'COVID19', 'indices': [17, 25]}]"
CathyJoeGPT,🇺🇸💛🌊🌊🌊 Proud Graduate of the University of Southern Mississippi Proud Mom Love my Cat  Dreaming of turning MS Blue  Retweet 💛Funny Cynical Kind Smart☀️,"Mississippi Gulf Coast, USA",10849,11281,421761,2016-06-03 17:35:52,2020-11-13 15:55:38,370,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
AhtshamChoudary,"THERE IS NO POWER ON EARTH 🌎 THAT CAN UNDO PAKISTAN 🇵🇰 💪
#lasthopeImranKhan (Support #IMRANKHAN ❤️",Kingdom of Saudi Arabia,213,207,3781,2019-03-18 04:56:02,2020-11-13 15:55:38,323,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
ASASZ42032136,The hair on the sides of my head grows while the top doesn't. Weird.,,12,3,1375,2020-03-16 18:22:15,2020-11-13 15:55:37,0,"@MilesTaylorUSA @gtconway3d Worse than COVID-19?

So far, the lack of pandemic management and outright irresponsible behavior has killed the equivalent of approximately (81) 9/11s.

The american public, with the help of the republican party, is doing a fantastic job of terrorizing the american public.",[]
VasudhaMS,,california ,79,584,212359,2013-10-09 04:36:41,2020-11-13 15:55:37,139,"We're all at risk of #COVID19 infection but we can control this if we're disciplined in how we spend our time, who we spend it with &amp; take steps for self-protection. Please do whatever you can to starve this virus if its ability spread: https://t.co/71KjPp2NDw","[{'text': 'COVID19', 'indices': [36, 44]}]"
Lizmwall,"Hard working Civics, History, and Special Education teacher and Harry Potter aficionado. Extreme interest in politics.. progressive and proud. Views my own.","Michigan, USA",989,221,7432,2014-10-12 04:38:17,2020-11-13 15:55:37,370,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
halimaa_nasir,Your other half ...?,Shah Alam ↔ Subang Jaya,175,274,50783,2012-06-03 10:40:32,2020-11-13 15:55:37,4032,"Small wedding. 55 attendees.
Temperature taken at entrance. No fevers reported.

Later, 177 infected.
7 died — and they didn’t even attend the wedding. https://t.co/n0xsPCqMi2",[]
trapshooter50,,rock springs wyoming,189,157,58,2009-12-23 17:33:35,2020-11-13 15:55:37,0,@GitRDoneLarry @iamcolinquinn @SIRIUSXM @SiriusXMComedy @hbomax Man Larry I'm going crazy both my female cats are in heat don't want to let them out cause of the covid19 they might catch it I can't teach them to wear a mask and I don't know what to do I woke this morning and they were going lesbian lol there tired of this covid 19 Crap to,[]
c41320,,,172,5,994,2020-06-18 06:42:33,2020-11-13 15:55:37,370,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
MarathaWarrior9,"#PublicHealth #Health4All
 #IndiaFirstandForemost
Views my own not represent my employer",MP-09 / OD-02 / RJ-14,927,511,18330,2010-06-05 09:00:46,2020-11-13 15:55:37,2,Continue practicing #COVID19 appropriate behaviors to keep #COVID19 at bay this festive season! #Unite2FightCorona #TogetherAgainstCovid19 #BadalkarApnaVyaharKareinCoronaParVaar @MoHFW_INDIA @usaid_india @UNFPAIndia @UNICEFIndia https://t.co/plG1oOcjzZ,"[{'text': 'COVID19', 'indices': [39, 47]}, {'text': 'COVID19', 'indices': [78, 86]}, {'text': 'Unite2FightCorona', 'indices': [115, 133]}]"
thecreativeglob,International advertising creative director consultant,Canada - France,887,190,15541,2009-08-21 20:16:31,2020-11-13 15:55:37,29,"Danish scientists say their potential Covid-19 vaccine is effective against the mutated mink strain🤞🏼... as containers at fur farms overflow with animals killed in cull. If we stopped the wildlife trade all of this wouldn’t be necessary😔💔😡
#banfurfarms 
https://t.co/inDUy0LJIs",[]
PTI_Lion26,"Social Media Activist, Member Advisory Panel & Admin @TeamISF_ , @PTIOfficial","Islamabad, Pakistan",19986,27367,73152,2018-01-10 16:09:14,2020-11-13 15:55:37,324,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
walton_vikki,"Congratulations to America, Joe Biden & Kamala Harris. Love Trumps Hate & now we must unite & help rid the world of COVIDS. ONEVOICE Z30 LL, DEMCAST, PRU,GTC","Florida, USA",11218,10521,14300,2010-12-21 02:19:24,2020-11-13 15:55:37,4,"I was listening to @NPR &amp; a guest said about the deaths from #COVID19 - 🦠 

It’s like 3-4 planes crash &amp; all passengers die, not once but every 👏🏼 Single 👏🏽Day 👏🏿 for 👏🏻 months.

45 says nothing. 

How many plane crashes will it take to get him &amp; magas to get it? 
#ONEV1 https://t.co/QF3HtXdqBb","[{'text': 'COVID19', 'indices': [86, 94]}]"
Net2Ayurveda,,,4999,1256,400289,2015-11-15 09:40:38,2020-11-13 15:55:37,4,Brands must pay workers their full wages during the #coronavirus crisis and beyond. #PayYourWorkers #AllEyesOnFastFashion https://t.co/MtG5yEamSR,"[{'text': 'coronavirus', 'indices': [64, 76]}, {'text': 'PayYourWorkers', 'indices': [96, 111]}, {'text': 'AllEyesOnFastFashion', 'indices': [112, 133]}]"
PSYCH_HYPE,Doctor of Psychology | Licensed shrink | Elder millennial | #suicideprevention | #StudentLoanVoter | Opinions are my own.,,2435,28970,71554,2011-11-29 02:12:21,2020-11-13 15:55:37,1,Trump said Dems would stop talking about COVID-19 after the election. Now he's the only one silent as cases reach new highs. https://t.co/HYwF8GKmbo,[]
karencollinsnyc,"“Power concedes nothing without a demand. It never did and it never will."" -- Frederick Douglass",Collective Consciousness,255,1752,88687,2012-11-07 01:10:39,2020-11-13 15:55:37,5,"""Testing is really the vaccination for the economy."" 

One expert says we need millions and millions of rapid antigen tests so we can test ourselves all the time—once a day, or before walking into a school or office or factory or NBA arena. https://t.co/Bm7hnEnvEB",[]
iVivekMisra,Clinical Neuroscientist | Tweet: Neuroscience & Mental Health | Chief Ideator @UBRForg | Avid Reader / Coffeeholic / Content Curator / Technophile/ Marathoner |,India,440,3356,12811,2009-08-27 19:32:42,2020-11-13 15:55:37,8,"It can be difficult to cope with fear and anxiety and a general sense of uncertainty about #COVID19. Although people respond to stressful situations in different ways, taking these steps can help you manage stress. Visit @CDCgov at https://t.co/MbAeLYLhHf for more information. https://t.co/7kb8IEw797","[{'text': 'COVID19', 'indices': [104, 112]}]"
lambert_pp,Veteran.signed the dotted line.CANADA WAKE UP.Fight for the right.or lose it.your choice .,Canada,4966,2555,339170,2016-03-13 06:52:10,2020-11-13 15:55:37,1,#Covid19 is rising again in New York. Can the city prevent another surge? https://t.co/9XiGbwHWKo,"[{'text': 'Covid19', 'indices': [10, 18]}]"
cybervenus,IMO📱💼 venusim@gmail.com #MusicMonday💃🏻 #SaveTheBees 🐝 FB GoddessVenus 🤓 IG venus6irl #happynerdgirl 🤗#peddlingLA #SexlessInTheCity,Los Angeles,8874,8351,221226,2008-05-22 19:20:37,2020-11-13 15:55:37,0,"@LizGillies &amp; @SethMacFarlane 

It Doesn't Cost A Dime To Dream 

https://t.co/tpPaO6HmmK via @YouTube

📱🥇🎶🎵

#IMOPresents #happynerdgirl #peddlingla #sexlessinthecity #IMOVoice #NMF

#NewMusicAlert 

#NewMusicFriday

#StayHome
￼
#COVID19 

#IStandWithBLM","[{'text': 'IMOPresents', 'indices': [114, 126]}, {'text': 'happynerdgirl', 'indices': [127, 141]}, {'text': 'peddlingla', 'indices': [142, 153]}, {'text': 'sexlessinthecity', 'indices': [154, 171]}, {'text': 'IMOVoice', 'indices': [172, 181]}, {'text': 'NMF', 'indices': [182, 186]}, {'text': 'NewMusicAlert', 'indices': [188, 202]}, {'text': 'NewMusicFriday', 'indices': [205, 220]}, {'text': 'StayHome', 'indices': [222, 231]}, {'text': 'COVID19', 'indices': [234, 242]}, {'text': 'IStandWithBLM', 'indices': [245, 259]}]"
CameronRhona,,,198,148,4888,2015-05-10 06:28:24,2020-11-13 15:55:37,340,"Scotland's health secretary wanted to suspend freedom of information (FoI) legislation in response to the coronavirus pandemic, according to internal government emails obtained by The Ferret. https://t.co/CkXeJmMT4t",[]
EdTubb,Toronto Star assignment editor focused on crime and justice and COVID-19 data. etubb@thestar.ca (Partly greyhound content),Toronto,1337,8691,12707,2011-07-05 22:17:58,2020-11-13 15:55:37,0,"Got a question for the @torontostar's incomparable @jyangstar and @katecallen, the reporters behind the news the Ontario government ignored its own experts? 

They're taking questions live right now:

https://t.co/C8iNoY7tn5",[]
Naeem_989,MBA (HRM). Proud to be Pakistani.,,596,395,3657,2019-02-26 14:25:50,2020-11-13 15:55:37,324,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
Wali__Rana_44,"Huge cricket Lover
Imran Khan Sir Is Love ❤❤❤ 
Proud Pakistani 🇵🇰
proud Son
Supporting Lahore Qalandars From  Season 1 💚💚💚
Spree @WaliImr00451985","Lahore, Pakistan",2496,1832,15229,2019-05-30 00:25:52,2020-11-13 15:55:37,324,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
MosbyNicki,,,1480,937,37562,2019-01-23 17:13:46,2020-11-13 15:55:37,0,Trudeau says holiday gatherings are on the line unless people act now | https://t.co/LSl7IcSd0i https://t.co/PTIvTPRr7a,[]
HydroMerano,Livin' the Dystopian Aftermath fantasy. #BlackLivesMatter Fuck you if you think otherwise.,,248,29,4382,2012-07-01 22:46:53,2020-11-13 15:55:36,997,"28 years old.

Nurse sends loving message to his family hours before losing his life to Covid-19 - CNN https://t.co/RFrEetcNde",[]
JaanMuh16214219,iam to lead 😍,,7,4,28,2020-07-05 16:52:02,2020-11-13 15:55:36,324,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
chathuranga3000,Music Lover #Royalist #සිංහල #බෞද්ධ #ChesyBoy #SriLankan #Colombo #lkr,#SriLanka,1169,1760,35388,2011-09-23 03:48:14,2020-11-13 15:55:36,2,"People living in #quarantined housing complexes having long term illnesses are at high risk of contracting #COVID infection, and it is important to continue taking the usual #medicines to avoid the risk of getting the #COVID infection and complications - #Health Ministry","[{'text': 'quarantined', 'indices': [34, 46]}, {'text': 'COVID', 'indices': [124, 130]}]"
taurini21,26. mom. gamer. 🤷🏻‍♀️😊,,158,16,302,2017-09-03 18:37:44,2020-11-13 15:55:36,138,How many more humans will die between now and January 20 because Donald J. Trump did not and will not deal with the COVID-19 pandemic?,[]
RoseyBloom24,"Lex, 20. || “This country’s aim is to achieve my death in living — so to enjoy my life in living is what I intend to do.” — me || c*shapp: $RoseyBloom24","Atlanta, GA",721,811,29577,2016-11-03 12:36:42,2020-11-13 15:55:36,2,"@OsazeAkil I have a program to get kids of color laptops &amp; internet so they can go to school without catching #covid.  I'm out of funding, I have 107 families on the list, &amp; I've only raised 15K of my 300K goal. Link ↘️https://t.co/lhco7jOEdr","[{'text': 'covid', 'indices': [133, 139]}]"
PammieAnn1,"Quilter, embroiderer, artist. Mom of 2 and grandma of 3. We are stronger together. #Resist #FBR #BLM  #JoeBiden2020 #bluewave",,3264,2461,8513,2009-05-24 16:29:47,2020-11-13 15:55:36,370,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
KHOKH4R,I’m a MUSLIM & a https://t.co/LGHxaQ6EJx faith ISLAM demands i defend the Qila Of Islam(PAKISTAN)& give my LIFE for https://t.co/yIXayjkUBV allegiance is with ALLAH SWT.(PMIK)PAK & ARMY🤲🇵,"پاکستان , UK,SPAIN",1652,1312,52939,2011-07-17 16:09:48,2020-11-13 15:55:36,324,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
the1stStarr,"Human Rights Activist, Advocate for Prisoners,  #WrongfulConvictions, and #SolitaryConfinement #FreeMartyG #Yemen",World,5079,7480,194829,2009-05-01 04:39:10,2020-11-13 15:55:36,1,Pennsylvania prisons face a deadly ‘full-blown resurgence’ of COVID-19 https://t.co/dHvsyOJIpe https://t.co/LJ2ZSngfMD,[]
MickeyElsie,,,629,197,85311,2012-10-23 20:05:55,2020-11-13 15:55:36,0,"“...death rates from COVID-19 are much lower now than they were in the spring. Flattening the curve worked as intended, giving health-care workers some breathing room to learn how to handle a disease that didn’t even exist this time last year.” https://t.co/ag9Tp6jHDi",[]
Bulerious,"Unequivocally sold out to & living for Jesus Christ. Psalmist. Seen & living in the overwhelming, never-ending, reckless love of God. #MakeGovtAccountableAgain",The SecretPlace of d Most High,1030,626,31807,2011-05-09 09:05:13,2020-11-13 15:55:36,370,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
Denise69Angel,"Please, NO direct messages! #resistor #BidenForPresident2020","Redwood City, CA",1122,504,19469,2015-07-17 16:57:33,2020-11-13 15:55:36,0,"Incredible! Per the Washington Post, 130+ Secret Service Officers now have COVID-19, believed to mainly have been infected while at Trump rallies.",[]
